locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Ameenpur,Apartment,1150,2,1,2,0,9,10,1,Semi-Furnished,West,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,11,12,1,Semi-Furnished,East,0,0,1,1,1,5748000
Nagaram,Independent House,1400,2,1,2,4,0,2,1,Fully Furnished,North,1,0,1,1,0,8300000
Dammaiguda,Independent House,2300,4,3,2,4,1,2,1,Fully Furnished,East,1,0,1,1,0,13000000
Kompally,Apartment,1765,3,2,2,4,6,10,1,Fully Furnished,East,1,1,1,1,1,9136000
Suchitra,Apartment,1400,3,2,2,4,5,12,1,Semi-Furnished,East,0,0,1,1,1,7000000
Sainikpuri,Apartment,2000,4,3,2,4,3,7,1,Fully Furnished,East,1,1,1,1,1,12000000
Alwal,Independent House,3000,5,4,2,4,0,1,1,Fully Furnished,North,1,0,1,1,0,12500000
Ecil,Independent House,2000,3,2,2,4,1,3,1,Fully Furnished,East,1,0,1,1,0,18000000
Ramnagar Hyderabad,Apartment,1056,2,1,2,4,2,5,1,Semi-Furnished,East,0,0,1,1,1,5500000
Narsingi,Independent Floor,2000,3,2,2,4,0,2,0,Fully Furnished,North-East,1,1,1,1,0,13000000
General Bazar,Independent Floor,700,2,1,2,4,0,1,0,Semi-Furnished,North,0,0,1,1,0,5500000
Mokila,Apartment,1263,2,1,2,4,10,24,1,Semi-Furnished,North,1,0,1,1,1,6368000
As Rao Nagar,Apartment,1165,2,1,2,4,1,12,1,Semi-Furnished,West,1,0,1,1,1,4600000
Ecil,Apartment,700,2,1,2,4,4,15,1,Unfurnished,North,0,0,1,0,1,1800000
Bachupally,Apartment,1240,2,1,2,4,11,15,1,Semi-Furnished,East,0,0,0,1,1,3000000
Attapur,Apartment,1183,2,1,2,4,6,15,1,Semi-Furnished,South,1,0,1,1,1,6509999
Attapur,Apartment,1593,3,2,2,4,9,15,1,Fully Furnished,East,1,1,1,1,1,8761000
Attapur,Apartment,975,2,1,2,4,1,10,1,Semi-Furnished,North,0,0,1,1,1,4875000
Attapur,Apartment,960,2,1,2,4,2,20,1,Semi-Furnished,West,0,0,1,1,1,4800000
Attapur,Apartment,950,2,1,2,4,7,15,1,Semi-Furnished,South,0,0,1,1,1,4700000
Adibatla,Apartment,1120,2,1,2,4,1,12,1,Semi-Furnished,North,1,0,1,1,1,3600000
Adibatla,Apartment,1040,2,1,2,4,2,7,1,Semi-Furnished,West,0,0,0,0,1,3400000
Badangpet,Apartment,1150,2,1,2,4,14,15,1,Semi-Furnished,East,0,0,1,1,1,4600000
Idpl Colony,Apartment,875,2,1,2,4,2,10,1,Semi-Furnished,North,0,0,1,0,1,3300000
Hayathnagar,Apartment,940,2,1,2,4,9,20,1,Semi-Furnished,North-West,0,0,1,1,1,4126000
Ecil,Apartment,1310,2,1,2,4,6,10,1,Semi-Furnished,North-East,1,0,1,1,1,5000000
Ecil,Apartment,1285,2,1,2,4,5,15,1,Semi-Furnished,East,1,0,1,1,1,5000000
Dilsukhnagar,Apartment,1400,3,2,2,4,17,20,1,Fully Furnished,West,1,1,1,1,1,9500000
Dilsukhnagar,Apartment,1000,2,1,2,4,13,15,1,Semi-Furnished,North-East,0,0,1,1,1,5500000
Chandanagar,Apartment,995,2,1,2,0,1,20,1,Semi-Furnished,North,0,0,0,1,1,3482000
Pragathi Nagar,Apartment,1200,2,1,2,0,4,10,1,Semi-Furnished,North,1,0,1,1,1,4798000
Pragathi Nagar,Apartment,1150,2,1,2,0,4,15,1,Semi-Furnished,North-East,1,0,1,1,1,4598000
Kukatpally,Apartment,1440,3,2,2,4,3,12,1,Semi-Furnished,North-East,1,0,1,1,1,5758000
Kukatpally,Apartment,1240,2,1,2,0,3,15,1,Semi-Furnished,North,1,0,1,1,1,4958000
Kukatpally,Apartment,1225,2,1,2,0,2,5,1,Semi-Furnished,West,1,0,1,1,1,4898000
Kukatpally,Apartment,1200,2,1,2,0,2,15,1,Semi-Furnished,West,0,0,1,1,1,4798000
Kukatpally,Apartment,1150,2,1,2,0,4,12,1,Semi-Furnished,South,0,0,1,1,1,4598000
Bowrampet,Apartment,1700,3,2,2,0,3,12,1,Semi-Furnished,East,0,0,1,1,1,6958000
Bowrampet,Apartment,1655,3,2,2,0,1,15,1,Semi-Furnished,East,0,0,1,1,1,6787000
Bowrampet,Apartment,1100,2,1,2,0,19,24,1,Semi-Furnished,West,1,0,1,1,1,4874000
Bowrampet,Apartment,1100,2,1,2,0,5,12,1,Semi-Furnished,East,0,0,1,1,1,4963000
Bowrampet,Apartment,1655,3,2,2,0,6,15,1,Semi-Furnished,South,1,0,1,1,1,6787000
Begumpet,Apartment,1100,2,1,2,4,6,7,1,Semi-Furnished,North,0,0,1,1,1,7000000
Ameenpur,Apartment,1000,2,1,2,0,11,12,1,Semi-Furnished,North,0,0,1,1,1,3900000
Almasguda,Independent House,1080,2,1,2,4,0,2,1,Semi-Furnished,West,1,0,1,1,0,5800000
Badangpet,Independent House,1350,2,1,2,4,0,2,1,Fully Furnished,North-East,0,0,1,1,0,8000000
Medipally,Independent House,1620,2,1,2,0,0,2,1,Semi-Furnished,East,0,0,1,1,0,6000000
Rampally,Independent House,1800,2,1,2,0,1,2,1,Semi-Furnished,South,0,0,1,1,0,6998999
Adibatla,Apartment,1000,2,1,2,0,6,10,1,Semi-Furnished,North-East,1,0,1,1,1,3800000
Cherlapalli,Villa,2600,3,2,2,0,0,1,2,Fully Furnished,West,1,1,1,1,0,14500000
Kothur,Villa,2000,3,2,2,4,0,2,2,Fully Furnished,North,1,1,1,1,0,12500000
Kowkur,Villa,2355,4,3,2,4,0,2,2,Fully Furnished,North-West,1,1,1,1,0,10500000
Cherlapalli,Villa,2600,3,2,2,0,1,2,2,Fully Furnished,East,1,1,1,1,0,14500000
Shankarpalli,Villa,2160,3,2,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,27000000
Bowrampet,Villa,2126,3,2,2,0,1,2,2,Fully Furnished,West,1,1,1,1,0,16000000
Rampally,Villa,1120,2,1,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,9500000
Kapra,Villa,3500,5,4,2,4,1,3,2,Fully Furnished,South,1,1,1,1,0,27000000
Beeramguda,Villa,2600,3,2,2,0,1,3,2,Fully Furnished,North-East,1,1,1,1,0,12000000
Bowrampet,Villa,2300,3,2,2,0,1,2,2,Fully Furnished,South,1,1,1,1,0,16000000
Kollur,Villa,1700,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,22800000
Mokila,Villa,3910,3,2,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,55000000
Bachupally,Villa,1120,2,1,2,4,0,1,2,Fully Furnished,North,1,1,1,1,0,9500000
Bachupally,Villa,3800,5,4,2,4,0,2,2,Fully Furnished,East,1,1,1,1,0,52500000
Bachupally,Villa,3800,5,4,2,4,0,2,2,Fully Furnished,North,1,1,1,1,0,52500000
Annojiguda,Villa,1500,3,2,2,4,0,1,2,Fully Furnished,North,1,1,1,1,0,15000000
Narepally,Villa,3194,3,2,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,23900000
Mokila,Villa,3600,4,3,2,4,1,2,2,Fully Furnished,North,1,1,1,1,0,42000000
Ibrahimpatnam,Villa,750,2,1,2,0,1,3,2,Semi-Furnished,West,1,1,1,1,0,7500000
Nagarjuna Sagar Road,Villa,3000,4,3,2,4,0,1,2,Fully Furnished,East,1,1,1,1,0,26500000
Kollur,Villa,1700,3,2,2,0,1,3,2,Fully Furnished,West,1,1,1,1,0,22800000
Kompally,Villa,5500,4,3,2,4,1,2,2,Fully Furnished,North,1,1,1,1,0,60000000
Srisailam Highway,Villa,1620,4,3,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,14300000
Saleem Nagar,Villa,4000,6,5,2,4,0,1,2,Fully Furnished,South,1,1,1,1,0,19000000
Cherlapalli,Villa,2600,3,2,2,0,1,3,2,Fully Furnished,South,1,1,1,1,0,14500000
Kothur,Villa,2000,3,2,2,4,0,1,2,Fully Furnished,North-West,1,1,1,1,0,12500000
Kowkur,Villa,2355,4,3,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,10500000
Cherlapalli,Villa,2600,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,14500000
Shankarpalli,Villa,2160,3,2,2,0,1,2,2,Fully Furnished,West,1,1,1,1,0,27000000
Bowrampet,Villa,2126,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,16000000
Rampally,Villa,1120,2,1,2,4,1,2,2,Fully Furnished,West,1,1,1,1,0,9500000
Kapra,Villa,3500,5,4,2,4,0,2,2,Fully Furnished,South,1,1,1,1,0,27000000
Beeramguda,Villa,2600,3,2,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,12000000
Bowrampet,Villa,2300,3,2,2,0,1,3,2,Fully Furnished,North-East,1,1,1,1,0,16000000
Kollur,Villa,1700,3,2,2,0,0,2,2,Fully Furnished,North-West,1,1,1,1,0,22800000
Mokila,Villa,3910,3,2,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,55000000
Bachupally,Villa,1120,2,1,2,4,1,2,2,Fully Furnished,West,1,1,1,1,0,9500000
Bachupally,Villa,3800,5,4,2,4,0,2,2,Fully Furnished,North,1,1,1,1,0,52500000
Bachupally,Villa,3800,5,4,2,4,1,3,2,Fully Furnished,East,1,1,1,1,0,52500000
Annojiguda,Villa,1500,3,2,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,15000000
Dammaiguda,Independent House,1980,3,2,2,4,0,2,1,Semi-Furnished,East,1,0,1,1,0,7500000
Vanasthalipuram,Independent House,1260,2,1,2,4,1,3,1,Semi-Furnished,North-East,0,0,1,1,0,7800000
Hayathnagar,Independent House,1170,2,1,2,4,0,2,1,Semi-Furnished,South,1,0,1,1,0,6700000
Narayanguda,Independent Floor,700,2,1,2,4,1,2,0,Semi-Furnished,East,0,0,1,1,0,7000000
Falaknuma,Independent Floor,800,2,1,2,4,0,2,0,Semi-Furnished,North,0,0,1,1,0,6900000
Ramachandra Puram,Independent House,1080,2,1,2,4,1,3,1,Fully Furnished,North,1,1,1,1,0,13000000
Ramachandra Puram,Independent House,1170,2,1,2,4,0,1,1,Fully Furnished,West,0,1,1,1,0,8500000
Syed Ali Guda,Independent House,1080,2,1,2,4,0,1,1,Fully Furnished,East,0,0,1,1,0,12000000
New Malakpet,Independent House,900,2,1,2,4,1,2,1,Fully Furnished,South,1,0,1,1,0,9800000
Himayat Nagar,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,East,1,0,1,1,0,7900000
Rani Gunj,Independent Floor,1000,2,1,2,4,1,3,0,Semi-Furnished,South,0,0,1,1,0,6800000
Nallagandla Road,Apartment,1000,2,1,2,4,2,12,1,Fully Furnished,South,1,1,1,1,1,8600000
Saidabad,Independent Floor,1000,2,1,2,4,1,3,0,Semi-Furnished,West,1,0,1,1,0,6600000
Mallapur,Independent Floor,1000,2,1,2,4,1,3,0,Semi-Furnished,East,1,0,1,1,0,5900000
Puppalaguda,Apartment,1000,2,1,2,4,11,24,1,Semi-Furnished,East,1,0,1,1,1,6500000
Kothapet,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,North,1,0,1,1,0,5000000
Panjagutta,Independent Floor,1000,2,1,2,4,0,1,0,Fully Furnished,South,0,1,1,1,0,9000000
Quthbullapur,Independent Floor,1000,2,1,2,4,0,2,0,Semi-Furnished,West,0,0,1,1,0,4900000
As Rao Nagar,Independent Floor,1000,2,1,2,4,1,2,0,Semi-Furnished,North,1,0,1,1,0,6900000
Gachibowli,Apartment,900,2,1,2,4,4,12,1,Semi-Furnished,West,1,0,1,1,1,6900000
Shamshabad,Villa,1620,4,3,2,0,1,2,2,Fully Furnished,West,1,1,1,1,0,18900000
Attapur,Villa,4058,4,3,2,0,1,2,2,Fully Furnished,East,1,1,1,1,0,48600000
Kollur,Villa,5514,5,4,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,48500000
Kadthal,Villa,1800,3,2,2,0,1,2,2,Semi-Furnished,East,1,1,1,1,0,4900000
Isnapur,Villa,1600,3,2,2,0,1,3,2,Fully Furnished,West,1,1,1,1,0,9370000
Appa Junction,Villa,3713,4,3,2,4,0,2,2,Fully Furnished,North-East,1,1,1,1,0,31700000
Rampally,Villa,2387,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,13700000
Kondapur,Apartment,1410,2,1,2,4,1,15,1,Fully Furnished,East,1,1,1,1,1,12000000
Manikonda,Apartment,1900,3,2,2,4,6,15,1,Fully Furnished,East,1,1,1,1,1,14000000
Gachibowli,Apartment,5200,3,2,2,4,4,10,1,Fully Furnished,East,1,1,1,1,1,57500000
Gachibowli,Apartment,3300,3,2,2,4,2,10,1,Fully Furnished,West,1,1,1,1,1,34000000
Kondapur,Apartment,2160,3,2,2,4,1,20,1,Fully Furnished,North,1,1,1,1,1,19400000
Manikonda,Apartment,3141,4,3,2,4,1,7,1,Fully Furnished,West,1,1,1,1,1,30000000
Bandlaguda Jagir,Apartment,3455,4,3,2,4,6,10,1,Fully Furnished,East,1,1,1,1,1,42500000
Manikonda,Apartment,3688,4,3,2,4,4,20,1,Fully Furnished,East,1,1,1,1,1,40000000
Madhapur,Apartment,1825,3,2,2,4,9,15,1,Fully Furnished,East,1,1,1,1,1,16500000
Kismatpur,Apartment,4150,4,3,2,4,1,7,1,Fully Furnished,East,1,1,1,1,1,48500000
HITEC City,Apartment,4320,4,3,2,4,4,5,1,Fully Furnished,South,1,1,1,1,1,60500000
Chandanagar,Apartment,1665,3,2,2,4,9,20,1,Fully Furnished,East,1,1,1,1,1,15000000
Manikonda,Apartment,1200,2,1,2,0,4,24,1,Semi-Furnished,East,1,0,1,1,1,5500000
Raidurgam,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,South,1,0,1,1,0,6000000
Appa Junction,Independent House,1350,2,1,2,4,1,3,1,Semi-Furnished,South,0,0,1,1,0,6500000
Venkatraya Nagar,Independent Floor,1000,2,1,2,4,1,3,0,Semi-Furnished,North,0,0,1,1,0,6000000
Narsingi,Apartment,1300,2,1,2,0,6,10,1,Semi-Furnished,North-East,0,0,1,1,1,5600000
Hafiz Baba Nagar,Independent Floor,1000,2,1,2,4,0,2,0,Semi-Furnished,South,0,0,1,1,0,4900000
Upperpally,Independent Floor,1000,2,1,2,4,1,2,0,Semi-Furnished,North-East,0,0,1,1,0,6000000
Basheer Bagh,Independent Floor,1000,2,1,2,4,1,3,0,Semi-Furnished,West,0,0,1,1,0,6500000
Balapur,Villa,2000,3,2,2,4,0,2,2,Fully Furnished,South,1,1,1,1,0,16000000
Bowenpally,Villa,6000,5,4,2,4,0,1,2,Fully Furnished,North-West,1,1,1,1,0,50000000
Sadashivpet,Villa,3050,4,3,2,0,0,1,2,Semi-Furnished,South,1,1,1,1,0,7500000
Annojiguda,Villa,1500,3,2,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,20000000
Patighanpur,Villa,3248,4,3,2,0,0,2,2,Fully Furnished,North,1,1,1,1,0,19400000
Bandlaguda Jagir,Villa,3411,4,3,2,0,0,1,2,Fully Furnished,North,1,1,1,1,0,56100000
Kollur,Villa,4500,3,2,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,29000000
Pati,Villa,3700,4,3,2,0,1,2,2,Fully Furnished,North-West,1,1,1,1,0,18500000
Shankarpalli,Villa,2920,4,3,2,0,1,3,2,Fully Furnished,East,1,1,1,1,0,14200000
Mokila,Villa,4300,5,4,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,26200000
Annojiguda,Villa,1500,3,2,2,4,0,1,2,Fully Furnished,North-East,1,1,1,1,0,20000000
Bowrampet,Villa,2295,4,3,2,0,1,3,2,Fully Furnished,West,1,1,1,1,0,16000000
Ramachandra Puram,Apartment,1230,3,2,2,0,8,15,1,Semi-Furnished,East,0,0,1,1,1,4200000
Financial District,Apartment,1300,3,2,2,0,5,15,1,Semi-Furnished,North,1,0,1,1,1,4500000
Beeramguda,Apartment,1009,2,1,2,0,15,20,1,Semi-Furnished,North,0,0,1,0,1,3200000
Kukatpally,Apartment,1203,3,2,2,0,1,5,1,Semi-Furnished,East,1,0,1,1,1,4250000
Financial District,Apartment,886,2,1,2,0,5,10,1,Semi-Furnished,North-West,0,0,1,1,1,3400000
Gopanpally,Apartment,750,1,1,1,0,2,7,1,Unfurnished,North,0,0,1,0,1,2700000
Financial District,Apartment,753,1,1,1,0,5,7,1,Unfurnished,North,0,0,1,1,1,2725000
Gachibowli,Apartment,742,1,1,1,0,10,12,1,Unfurnished,North,0,0,0,1,1,2758000
Madinaguda,Apartment,756,1,1,1,0,2,12,1,Unfurnished,North,0,0,0,0,1,2658000
Linghampally,Apartment,953,2,1,2,0,7,12,1,Semi-Furnished,East,0,0,1,1,1,3450000
Linghampally,Apartment,1232,3,2,2,0,6,20,1,Semi-Furnished,East,0,0,1,1,1,4500000
Linghampally,Apartment,753,1,1,1,0,4,12,1,Unfurnished,North,0,0,1,1,1,2700000
Linghampally,Apartment,1050,3,2,2,0,13,20,1,Semi-Furnished,South,1,0,1,1,1,4120000
Jai Hind Nagar Road,Apartment,753,1,1,1,0,3,15,1,Unfurnished,East,0,0,1,0,1,2560000
Vasanth Nagar Colony,Apartment,780,1,1,1,0,1,15,1,Unfurnished,North,0,0,0,0,1,2860000
Vasanth Nagar Colony,Apartment,960,2,1,2,0,8,10,1,Semi-Furnished,South,1,0,1,1,1,3679999
Jai Hind Nagar Road,Apartment,856,2,1,2,0,2,7,1,Semi-Furnished,East,1,0,1,1,1,3679999
Madinaguda,Apartment,1232,3,2,2,0,6,12,1,Semi-Furnished,East,0,0,1,1,1,4560000
Vasanth Nagar Colony,Apartment,750,1,1,1,0,7,15,1,Unfurnished,West,0,0,0,0,1,2500000
Madinaguda,Apartment,852,2,1,2,0,1,10,1,Semi-Furnished,North,0,0,1,1,1,4200000
Kismatpur,Villa,3854,4,3,2,4,1,2,2,Fully Furnished,East,1,1,1,1,0,45000000
Narepally,Villa,3000,4,3,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,15000000
Janawada,Villa,2430,4,3,2,0,1,2,2,Fully Furnished,North,1,1,1,1,0,12000000
Mokila,Villa,3600,4,3,2,4,0,2,2,Fully Furnished,North,1,1,1,1,0,42000000
Kukatpally,Villa,2000,3,2,2,4,0,2,2,Fully Furnished,East,1,1,1,1,0,20000000
Manchirevula,Villa,2690,4,3,2,4,0,1,2,Fully Furnished,West,1,1,1,1,0,45000000
Appa Junction,Villa,3904,4,3,2,0,1,3,2,Fully Furnished,South,1,1,1,1,0,45000000
Nandigama,Villa,1850,4,3,2,0,1,3,2,Fully Furnished,North-West,1,1,1,1,0,12000000
Chandanagar,Apartment,1300,2,1,2,0,11,12,1,Semi-Furnished,North-East,1,0,1,1,1,4900000
Patancheru,Apartment,1200,2,1,2,0,18,20,1,Unfurnished,North,0,0,1,0,1,2900000
Financial District,Apartment,1200,2,1,2,0,11,20,1,Semi-Furnished,West,1,0,1,1,1,5400000
Rajendra Nagar,Villa,5200,4,3,2,0,1,2,2,Fully Furnished,West,1,1,1,1,0,91800000
Dullapally,Villa,2500,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,14500000
Patancheru,Villa,1760,3,2,2,0,1,3,2,Semi-Furnished,East,1,1,1,1,0,6500000
Narsingi,Villa,2406,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,24000000
Bhanur,Villa,2550,3,2,2,0,0,2,2,Fully Furnished,East,1,1,1,1,0,14800000
Mokila,Villa,4030,5,4,2,0,1,3,2,Fully Furnished,East,1,1,1,1,0,26700000
Medchal,Villa,1440,3,2,2,0,1,2,2,Fully Furnished,North-West,1,1,1,1,0,11500000
Rameshwaram Banda,Villa,2000,3,2,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,15000000
Sangareddy,Villa,1000,2,1,2,0,0,2,2,Semi-Furnished,East,1,1,1,1,0,5700000
Lb Nagar,Apartment,2092,3,2,2,4,1,5,1,Fully Furnished,South,1,1,1,1,1,15400000
Gopanpally,Apartment,1200,2,1,2,4,6,10,1,Fully Furnished,South,1,1,1,1,1,12500000
Saleem Nagar,Villa,4000,6,5,2,4,0,2,2,Fully Furnished,East,1,1,1,1,0,19000000
Financial District,Apartment,1200,2,1,2,0,1,12,1,Semi-Furnished,North,0,0,1,1,1,5800000
Gachibowli,Apartment,1100,2,1,2,0,5,10,1,Semi-Furnished,North,1,0,1,1,1,4900000
Nanakramguda,Apartment,1200,2,1,2,0,3,15,1,Semi-Furnished,South,1,0,1,1,1,5800000
Manchirevula,Apartment,1200,2,1,2,0,19,20,1,Semi-Furnished,South,0,0,1,1,1,5600000
Kokapet,Apartment,1200,2,1,2,0,5,7,1,Semi-Furnished,North,1,0,1,1,1,4900000
Manikonda,Apartment,1200,2,1,2,0,4,5,1,Semi-Furnished,West,0,0,1,1,1,5000000
Neknampur,Apartment,1100,2,1,2,0,8,10,1,Semi-Furnished,North-East,0,0,1,1,1,4500000
Puppalaguda,Apartment,1200,2,1,2,0,9,12,1,Semi-Furnished,West,0,0,1,1,1,4900000
Narsingi,Apartment,1310,2,1,2,0,10,12,1,Semi-Furnished,North,1,0,1,1,1,5600000
Saleem Nagar,Villa,4000,6,5,2,4,1,3,2,Fully Furnished,West,1,1,1,1,0,19000000
Kompally,Villa,5600,4,3,2,4,0,1,2,Fully Furnished,North-East,1,1,1,1,0,60000000
Medchal,Villa,2750,4,3,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,42500000
Nagarjuna Sagar Road,Villa,3000,4,3,2,4,1,2,2,Fully Furnished,West,1,1,1,1,0,26500000
Sita Meadows,Villa,1150,3,2,2,0,1,2,2,Fully Furnished,South,1,1,1,1,0,9500000
Mallepally,Independent House,1800,2,1,2,4,1,3,1,Semi-Furnished,North,1,0,1,1,0,5900000
Ameerpet,Apartment,1000,2,1,2,4,10,12,1,Semi-Furnished,East,1,0,1,1,1,6000000
Jawahar Nagar,Independent House,2000,2,1,2,4,1,2,1,Semi-Furnished,North,1,0,1,1,0,6500000
Rasoolpura,Independent Floor,1000,2,1,2,4,1,2,0,Semi-Furnished,South,1,0,1,1,0,6500000
Begum Bazar Chatri,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,North-West,0,0,1,1,0,5500000
Rajeev Nagar,Independent House,1350,2,1,2,4,0,1,1,Semi-Furnished,North,0,0,1,1,0,6700000
